row_id,split,cluster
6044,train,1
6045,train,1
6046,train,2
6047,train,2
6048,train,0
6049,train,0
6050,train,0
6051,train,2
6052,train,1
6053,train,1
6054,train,0
6055,train,1
6056,train,1
6057,train,1
6058,train,1
6059,train,0
6060,train,1
6061,train,2
6062,train,0
6063,train,2
6064,train,0
6065,train,2
6066,train,1
6067,train,0
6068,train,0
6069,train,0
6070,train,1
6071,train,0
6072,train,0
6073,train,1
6074,train,1
6075,train,1
6076,train,1
6077,train,0
6078,train,1
6079,train,1
6080,train,0
6081,train,1
6082,train,2
6083,train,0
6084,train,1
6085,train,2
6086,train,0
6087,train,0
6088,train,0
6089,train,0
6090,train,1
6091,train,0
6092,train,1
6093,train,2
6094,train,2
6095,train,0
6096,train,1
6097,train,0
6098,train,0
6099,train,1
6100,train,0
6101,train,1
6102,train,0
6103,train,2
6104,train,1
6105,train,2
6106,train,1
6107,train,2
6108,train,0
6109,train,2
6110,train,1
6111,train,1
6112,train,0
6113,train,1
6114,train,0
6115,train,0
6116,train,0
6117,train,1
6118,train,0
6119,train,1
6120,train,0
6121,train,0
6122,train,2
6123,train,1
6124,train,0
6125,train,0
6126,train,0
6127,train,1
6128,train,0
6129,train,0
6130,train,2
6131,train,0
6132,train,1
6133,train,1
6134,train,2
6135,train,0
6136,train,1
6137,train,1
6138,train,1
6139,train,1
6140,train,0
6141,train,0
6142,train,1
6143,train,1
6144,train,2
6145,train,0
6146,train,0
6147,train,1
6148,train,2
6149,train,0
6150,train,1
6151,train,0
6152,train,2
6153,train,1
6154,train,2
6155,train,0
6156,train,1
6157,train,0
6158,train,0
6159,train,2
6160,train,1
6161,train,1
6162,train,1
6163,train,2
6164,train,2
6165,train,0
6166,train,0
6167,train,0
6168,train,1
6169,train,1
6170,train,0
6171,train,2
6172,train,1
6173,train,0
6174,train,1
6175,train,2
6176,train,0
6177,train,1
6178,train,0
6179,train,0
6180,train,0
6181,train,0
6182,train,0
6183,train,2
6184,train,0
6185,train,1
6186,train,1
6187,train,0
6188,train,2
6189,train,0
6190,train,0
6191,train,0
6192,train,1
6193,train,0
6194,train,0
6195,train,2
6196,train,1
6197,train,1
6198,train,1
6199,train,2
6200,train,2
6201,train,1
6202,train,1
6203,train,0
6204,train,0
6205,train,2
6206,train,1
6207,train,0
6208,train,0
6209,train,0
6210,train,2
6211,train,2
6212,train,2
6213,train,0
6214,train,1
6215,train,1
6216,train,1
6217,train,0
6218,train,2
6219,train,2
6220,train,1
6221,train,2
6222,train,0
6223,train,1
6224,train,1
6225,train,0
6226,train,0
6227,train,2
6228,train,0
6229,train,1
6230,train,0
6231,train,1
6232,train,2
6233,train,1
6234,train,1
6235,train,1
6236,train,0
6237,train,0
6238,train,0
6239,train,1
6240,train,1
6241,train,0
6242,train,1
6243,train,0
6244,train,2
6245,train,1
6246,train,1
6247,train,0
6248,train,2
6249,train,0
6250,train,1
6251,train,1
6252,train,0
6253,train,2
6254,train,2
6255,train,0
6256,train,1
6257,train,0
6258,train,0
6259,train,0
6260,train,0
6261,train,2
6262,train,2
6263,train,0
6264,train,1
6265,train,0
6266,train,1
6267,train,2
6268,train,0
6269,train,1
6270,train,1
6271,train,0
6272,train,0
6273,train,2
6274,train,0
6275,train,2
6276,train,1
6277,train,0
6278,train,2
6279,train,0
6280,train,0
6281,train,2
6282,train,1
6283,train,0
6284,train,2
6285,train,0
6286,train,0
6287,train,1
6288,train,0
6289,train,0
6290,train,1
6291,train,2
6292,train,2
6293,train,1
6294,train,0
6295,train,0
6296,train,2
6297,train,1
6298,train,1
6299,train,2
6300,train,0
6301,train,0
6302,train,0
6303,train,1
6304,train,2
6305,train,2
6306,train,0
6307,train,0
6308,train,1
6309,train,2
6310,train,2
6311,train,0
6312,train,2
6313,train,1
6314,train,1
6315,train,0
6316,train,2
6317,train,2
6318,train,0
6319,train,2
6320,train,1
6321,train,2
6322,train,0
6323,train,1
6324,train,0
6325,train,2
6326,train,0
6327,train,1
6328,train,0
6329,train,0
6330,train,2
6331,train,1
6332,train,0
6333,train,0
6334,train,0
6335,train,2
6336,train,0
6337,train,2
6338,train,2
6339,train,0
6340,train,1
6341,train,0
6342,train,0
6343,train,0
6344,train,2
6345,train,2
6346,train,0
6347,train,1
6348,train,1
6349,train,1
6350,train,1
6351,train,1
6352,train,1
6353,train,1
6354,train,2
6355,train,0
6356,train,0
6357,train,1
6358,train,2
6359,train,1
6360,train,0
6361,train,0
6362,train,0
6363,train,0
6364,train,0
6365,train,1
6366,train,1
6367,train,0
6368,train,0
6369,train,2
6370,train,2
6371,train,2
6372,train,1
6373,train,1
6374,train,2
6375,train,2
6376,train,0
6377,train,0
6378,train,2
6379,train,0
6380,train,2
6381,train,0
6382,train,2
6383,train,2
6384,train,1
6385,train,1
6386,train,1
6387,train,1
6388,train,1
6389,train,1
6390,train,0
6391,train,0
6392,train,1
6393,train,0
6394,train,2
6395,train,2
6396,train,1
6397,train,1
6398,train,2
6399,train,2
6400,train,0
6401,train,2
6402,train,1
6403,train,1
6404,train,1
6405,train,2
6406,train,2
6407,train,0
6408,train,2
6409,train,1
6410,train,1
6411,train,2
6412,train,1
6413,train,2
6414,train,1
6415,train,0
6416,train,2
6417,train,2
6418,train,0
6419,train,2
6420,train,2
6421,train,1
6422,train,1
6423,train,1
6424,train,2
6425,train,2
6426,train,1
6427,train,2
6428,train,1
6429,train,0
6430,train,2
6431,train,2
6432,train,0
6433,train,2
6434,train,0
6435,train,0
6436,train,0
6437,train,2
6438,train,1
6439,train,2
6440,train,2
6441,train,1
6442,train,0
6443,train,2
6444,train,2
6445,train,1
6446,train,0
6447,train,1
6448,train,0
6449,train,0
6450,train,0
6451,train,0
6452,train,1
6453,train,0
6454,train,1
6455,train,1
6456,train,0
6457,train,2
6458,train,0
6459,train,2
6460,train,1
6461,train,1
6462,train,0
6463,train,2
6464,train,2
6465,train,0
6466,train,2
6467,train,0
6468,train,2
6469,train,0
6470,train,0
6471,train,0
6472,train,1
6473,train,2
6474,train,2
6475,train,1
6476,train,1
6477,train,0
6478,train,1
6479,train,1
6480,train,1
6481,train,0
6482,train,0
6483,train,0
6484,train,0
6485,train,0
6486,train,1
6487,train,2
6488,train,0
6489,train,1
6490,train,1
6491,train,0
6492,train,0
6493,train,2
6494,train,0
6495,train,2
6496,train,0
6497,train,1
6498,train,2
6499,train,0
6500,train,2
6501,train,2
6502,train,0
6503,train,0
6504,train,2
6505,train,0
6506,train,0
6507,train,2
6508,train,0
6509,train,1
6510,train,0
6511,train,0
6512,train,0
6513,train,0
6514,train,1
6515,train,1
6516,train,0
6517,train,1
6518,train,1
6519,train,0
6520,train,0
6521,train,2
6522,train,0
6523,train,1
6524,train,2
6525,train,1
6526,train,1
6527,train,0
6528,train,0
6529,train,1
6530,train,1
6531,train,0
6532,train,2
6533,train,1
6534,train,1
6535,train,0
6536,train,1
6537,train,2
6538,train,1
6539,train,2
6540,train,1
6541,train,2
6542,train,0
6543,train,1
6544,train,1
6545,train,2
6546,train,1
6547,train,0
6548,train,1
6549,train,1
6550,train,2
6551,train,0
6552,train,2
6553,train,0
6554,train,1
6555,train,2
6556,train,1
6557,train,2
6558,train,2
6559,train,0
6560,train,1
6561,train,2
6562,train,0
6563,train,0
6564,train,1
6565,train,1
6566,train,1
6567,train,0
6568,train,1
6569,train,2
6570,train,1
6571,train,1
6572,train,2
6573,train,2
6574,train,0
6575,train,2
6576,train,0
6577,train,2
6578,train,0
6579,train,0
6580,train,2
6581,train,0
6582,train,2
6583,train,1
6584,train,0
6585,train,0
6586,train,2
6587,train,2
6588,train,0
6589,train,0
6590,train,2
6591,train,0
6592,train,1
6593,train,2
6594,train,0
6595,train,2
6596,train,1
6597,train,0
6598,train,0
6599,train,2
6600,train,0
6601,train,1
6602,train,1
6603,train,1
6604,train,1
6605,train,2
6606,train,0
6607,train,2
6608,train,0
6609,train,0
6610,train,1
6611,train,2
6612,train,0
6613,train,2
6614,train,2
6615,train,2
6616,train,2
6617,train,1
6618,train,0
6619,train,1
6620,train,0
6621,train,2
6622,train,2
6623,train,2
6624,train,2
6625,train,2
6626,train,1
6627,train,2
6628,train,2
6629,train,1
6630,train,2
6631,train,0
6632,train,2
6633,train,0
6634,train,0
6635,train,1
6636,train,2
6637,train,0
6638,train,1
6639,train,1
6640,train,2
6641,train,1
6642,train,2
6643,train,0
6644,train,0
6645,train,2
6646,train,2
6647,train,1
6648,train,2
6649,train,1
6650,train,2
6651,train,0
6652,train,2
6653,train,2
6654,train,1
6655,train,0
6656,train,1
6657,train,0
6658,train,1
6659,train,1
6660,train,1
6661,train,0
6662,train,0
6663,train,1
6664,train,1
6665,train,0
6666,train,1
6667,train,1
6668,train,2
6669,train,1
6670,train,0
6671,train,1
6672,train,0
6673,train,1
6674,train,0
6675,train,1
6676,train,0
6677,train,0
6678,train,1
6679,train,0
6680,train,1
6681,train,0
6682,train,0
6683,train,0
6684,train,0
6685,train,1
6686,train,2
6687,train,1
6688,train,1
6689,train,2
6690,train,1
6691,train,2
6692,train,0
6693,train,1
6694,train,0
6695,train,1
6696,train,0
6697,train,1
6698,train,0
6699,train,1
6700,train,2
6701,train,2
6702,train,2
6703,train,1
6704,train,0
6705,train,0
6706,train,0
6707,train,1
6708,train,2
6709,train,1
6710,train,1
6711,train,2
6712,train,0
6713,train,0
6714,train,2
6715,train,0
6716,train,0
6717,train,0
6718,train,1
6719,train,2
6720,train,0
6721,train,1
6722,train,1
6723,train,2
6724,train,2
6725,train,0
6726,train,1
6727,train,2
6728,train,1
6729,train,2
6730,train,2
6731,train,0
6732,train,0
6733,train,0
6734,train,0
6735,train,1
6736,train,1
6737,train,1
6738,train,1
6739,train,2
6740,train,0
6741,train,1
6742,train,0
6743,train,0
6744,train,0
6745,train,2
6746,train,1
6747,train,0
6748,train,2
6749,train,1
6750,train,1
6751,train,0
6752,train,1
6753,train,0
6754,train,0
6755,train,2
6756,train,0
6757,train,2
6758,train,2
6759,train,0
6760,train,2
6761,train,0
6762,train,1
6763,train,1
6764,train,0
6765,train,0
6766,train,0
6767,train,2
6768,train,1
6769,train,2
6770,train,2
6771,train,2
6772,train,1
6773,train,0
6774,train,1
6775,train,2
6776,train,1
6777,train,1
6778,train,2
6779,train,0
6780,train,0
6781,train,2
6782,train,0
6783,train,0
6784,train,1
6785,train,2
6786,train,0
6787,train,2
6788,train,1
6789,train,2
6790,train,0
6791,train,1
6792,train,0
6793,train,2
6794,train,0
6795,train,2
6796,train,0
6797,train,1
6798,train,0
6799,train,0
6800,train,0
6801,train,2
6802,train,2
6803,train,1
6804,train,0
6805,train,0
6806,train,1
6807,train,0
6808,train,0
6809,train,0
6810,train,1
6811,train,0
6812,train,0
6813,train,2
6814,train,2
6815,train,1
6816,train,0
6817,train,1
6818,train,0
6819,train,0
6820,train,0
6821,train,2
6822,train,1
6823,train,0
6824,train,0
6825,train,2
6826,train,1
6827,train,1
6828,train,0
6829,train,0
6830,train,0
6831,train,0
6832,train,0
6833,train,0
6834,train,1
6835,train,0
6836,train,0
6837,train,2
6838,train,1
6839,train,0
6840,train,0
6841,train,0
6842,train,0
6843,train,1
6844,train,0
6845,train,0
6846,train,1
6847,train,0
6848,train,0
6849,train,0
6850,train,2
6851,train,0
6852,train,2
6853,train,1
6854,train,0
6855,train,0
6856,train,1
6857,train,0
6858,train,0
6859,train,2
6860,train,0
6861,train,1
6862,train,1
6863,train,0
6864,train,1
6865,train,1
6866,train,1
6867,train,0
6868,train,0
6869,train,1
6870,train,0
6871,train,2
6872,train,2
6873,train,1
6874,train,1
6875,train,1
6876,train,0
6877,train,0
6878,train,0
6879,train,0
6880,train,0
6881,train,0
6882,train,0
6883,train,2
6884,train,1
6885,train,0
6886,train,0
6887,train,0
6888,train,1
6889,train,0
6890,train,1
6891,train,1
6892,train,0
6893,train,2
6894,train,0
6895,train,0
6896,train,0
6897,train,0
6898,train,0
6899,train,0
6900,train,1
6901,train,2
6902,train,1
6903,train,0
6904,train,1
6905,train,2
6906,train,1
6907,train,1
6908,train,0
6909,train,0
6910,train,0
6911,train,2
6912,train,1
6913,train,1
6914,train,1
6915,train,1
6916,train,2
6917,train,0
6918,train,1
6919,train,0
6920,train,1
6921,train,2
6922,train,2
6923,train,0
6924,train,2
6925,train,0
6926,train,0
6927,train,1
6928,train,1
6929,train,2
6930,train,0
6931,train,0
6932,train,2
6933,train,2
6934,train,1
6935,train,1
6936,train,0
6937,train,2
6938,train,1
6939,train,1
6940,train,2
6941,train,1
6942,train,0
6943,train,2
6944,train,0
6945,train,0
6946,train,1
6947,train,0
6948,train,0
6949,train,0
6950,train,1
6951,train,0
6952,train,1
6953,train,2
6954,train,1
6955,train,1
6956,train,0
6957,train,2
6958,train,1
6959,train,1
6960,train,0
6961,train,0
6962,train,1
6963,train,2
6964,train,1
6965,train,2
6966,train,2
6967,train,0
6968,train,1
6969,train,1
6970,train,0
6971,train,0
6972,train,1
6973,train,1
6974,train,1
6975,train,1
6976,train,2
6977,train,1
6978,train,0
6979,train,1
6980,train,2
6981,train,1
6982,train,1
6983,train,0
6984,train,0
6985,train,2
6986,train,1
6987,train,0
6988,train,1
6989,train,0
6990,train,0
6991,train,2
6992,train,2
6993,train,2
6994,train,0
6995,train,1
6996,train,0
6997,train,0
6998,train,0
6999,train,2
7000,train,1
7001,train,2
7002,train,0
7003,train,0
7004,train,1
7005,train,0
7006,train,0
7007,train,1
7008,train,0
7009,train,1
7010,train,2
7011,train,2
7012,train,1
7013,train,0
7014,train,0
7015,train,0
7016,train,1
7017,train,0
7018,train,0
7019,train,2
7020,train,1
7021,train,0
7022,train,0
7023,train,2
7024,train,2
7025,train,0
7026,train,1
7027,train,0
7028,train,0
7029,train,1
7030,train,1
7031,train,2
7032,train,2
7033,train,1
7034,train,1
7035,train,2
7036,train,2
7037,train,2
7038,train,2
7039,train,2
7040,train,2
7041,train,1
7042,train,0
7043,train,0
7044,train,0
7045,train,0
7046,train,2
7047,train,0
7048,train,1
7049,train,1
7050,train,0
7051,train,0
7052,train,2
7053,train,0
7054,train,1
7055,train,0
7056,train,0
7057,train,1
7058,train,1
7059,train,0
7060,train,1
7061,train,0
7062,train,0
7063,train,1
7064,train,1
7065,train,2
7066,train,2
7067,train,0
7068,train,2
7069,train,0
7070,train,2
7071,train,1
7072,train,0
7073,train,0
7074,train,0
7075,train,1
7076,train,0
7077,train,2
7078,train,2
7079,train,1
7080,train,1
7081,train,2
7082,train,1
7083,train,1
7084,train,1
7085,train,2
7086,train,0
7087,train,0
7088,train,1
7089,train,0
7090,train,2
7091,train,0
7092,train,0
7093,train,0
7094,train,1
7095,train,1
7096,train,0
7097,train,0
7098,train,1
7099,train,0
7100,train,1
7101,train,2
7102,train,1
7103,train,1
7104,train,2
7105,train,0
7106,train,0
7107,train,0
7108,train,0
7109,train,2
7110,train,0
7111,train,0
7112,train,2
7113,train,1
7114,train,0
7115,train,1
7116,train,0
7117,train,1
7118,train,0
7119,train,2
7120,train,1
7121,train,0
7122,train,0
7123,train,0
7124,train,1
7125,train,0
7126,train,0
7127,train,1
7128,train,0
7129,train,0
7130,train,0
7131,train,2
7132,train,2
7133,train,0
7134,train,0
7135,train,1
7136,train,2
7137,train,1
7138,train,1
7139,train,0
7140,train,0
7141,train,1
7142,train,0
7143,train,2
7144,train,1
7145,train,1
7146,train,0
7147,train,1
7148,train,1
7149,train,0
7150,train,1
7151,train,1
7152,train,2
7153,train,0
7154,train,2
7155,train,2
7156,train,1
7157,train,0
7158,train,0
7159,train,0
7160,train,2
7161,train,0
7162,train,0
7163,train,2
7164,train,1
7165,train,1
7166,train,0
7167,train,1
7168,train,0
7169,train,1
7170,train,1
7171,train,2
7172,train,0
7173,train,1
7174,train,0
7175,train,0
7176,train,0
7177,train,2
7178,train,0
7179,train,2
7180,train,0
7181,train,2
7182,train,1
7183,train,2
7184,train,1
7185,train,1
7186,train,1
7187,train,0
7188,train,2
7189,train,1
7190,train,0
7191,train,2
7192,train,0
7193,train,1
7194,train,0
7195,train,2
7196,train,1
7197,train,0
7198,train,0
7199,train,1
7200,train,2
7201,train,0
7202,train,1
7203,train,1
7204,train,1
7205,train,1
7206,train,1
7207,train,1
7208,train,0
7209,train,1
7210,train,1
7211,train,0
7212,train,2
7213,train,2
7214,train,2
7215,train,1
7216,train,0
7217,train,1
7218,train,1
7219,train,2
7220,train,0
7221,train,0
7222,train,1
7223,train,1
7224,train,1
7225,train,2
7226,train,2
7227,train,0
7228,train,1
7229,train,2
7230,train,1
7231,train,1
7232,train,0
7233,train,0
7234,train,1
7235,train,2
7236,train,1
7237,train,0
7238,train,1
7239,train,1
7240,train,1
7241,train,0
7242,train,0
7243,train,1
7244,train,0
7245,train,2
7246,train,2
7247,train,0
7248,train,2
7249,train,2
7250,train,0
7251,train,1
7252,train,2
7253,train,0
7254,train,1
7255,train,2
7256,train,2
7257,train,2
7258,train,2
7259,train,1
7260,train,1
7261,train,1
7262,train,0
7263,train,2
7264,train,2
7265,train,1
7266,train,0
7267,train,2
7268,train,1
7269,train,2
7270,train,0
7271,train,1
7272,train,0
7273,train,1
7274,train,2
7275,train,0
7276,train,1
7277,train,0
7278,train,0
7279,train,2
7280,train,0
7281,train,0
7282,train,2
7283,train,1
7284,train,2
7285,train,0
7286,train,2
7287,train,1
7288,train,0
7289,train,1
7290,train,2
7291,train,0
7292,train,0
7293,train,0
7294,train,0
7295,train,0
7296,train,0
7297,train,0
7298,train,1
7299,train,2
7300,train,0
7301,train,1
7302,train,0
7303,train,0
7304,train,1
7305,train,1
7306,train,0
7307,train,1
7308,train,0
7309,train,1
7310,train,0
7311,train,1
7312,train,2
7313,train,2
7314,train,1
7315,train,1
7316,train,1
7317,train,0
7318,train,2
7319,train,0
7320,train,1
7321,train,1
7322,train,1
7323,train,1
7324,train,2
7325,train,0
7326,train,2
7327,train,0
7328,train,1
7329,train,0
7330,train,2
7331,train,0
7332,train,0
7333,train,1
7334,train,2
7335,train,2
7336,train,1
7337,train,1
7338,train,1
7339,train,2
7340,train,1
7341,train,2
7342,train,0
7343,train,0
7344,train,1
7345,train,2
7346,train,2
7347,train,1
7348,train,2
7349,train,2
7350,train,1
7351,train,2
7352,train,0
7353,train,2
7354,train,0
7355,train,1
7356,train,1
7357,train,2
7358,train,1
7359,train,0
7360,train,1
7361,train,1
7362,train,0
7363,train,0
7364,train,0
7365,train,0
7366,train,1
7367,train,1
7368,train,1
7369,train,0
7370,train,1
7371,train,2
7372,train,0
7373,train,1
7374,train,0
7375,train,1
7376,train,0
7377,train,1
7378,train,1
7379,train,1
7380,train,0
7381,train,0
7382,train,0
7383,train,1
7384,train,0
7385,train,0
7386,train,0
7387,train,2
7388,train,1
7389,train,2
7390,train,0
7391,train,2
7392,train,0
7393,train,2
7394,train,0
7395,train,0
7396,train,0
7397,train,2
7398,train,0
7399,train,0
7400,train,0
7401,train,0
7402,train,1
7403,train,2
7404,train,0
7405,train,1
7406,train,1
7407,train,1
7408,train,1
7409,train,1
7410,train,1
7411,train,1
7412,train,0
7413,train,0
7414,train,1
7415,train,0
7416,train,0
7417,train,1
7418,train,0
7419,train,2
7420,train,0
7421,train,0
7422,train,1
7423,train,0
7424,train,0
7425,train,1
7426,train,2
7427,train,0
7428,train,2
7429,train,0
7430,train,0
7431,train,1
7432,train,1
7433,train,0
7434,train,1
7435,train,1
7436,train,2
7437,train,2
7438,train,1
7439,train,2
7440,train,0
7441,train,1
7442,train,0
7443,train,1
7444,train,1
7445,train,0
7446,train,0
7447,train,0
7448,train,1
7449,train,2
7450,train,0
7451,train,1
7452,train,1
7453,train,0
7454,train,1
7455,train,2
7456,train,0
7457,train,1
7458,train,0
7459,train,0
7460,train,0
7461,train,0
7462,train,1
7463,train,1
7464,train,1
7465,train,2
7466,train,2
7467,train,1
7468,train,1
7469,train,1
7470,train,2
7471,train,1
7472,train,1
7473,train,1
7474,train,2
7475,train,1
7476,train,0
7477,train,1
7478,train,0
7479,train,1
7480,train,0
7481,train,1
7482,train,0
7483,train,2
7484,train,0
7485,train,0
7486,train,2
7487,train,1
7488,train,0
7489,train,2
7490,train,2
7491,train,1
7492,train,2
7493,train,0
7494,train,2
7495,train,1
7496,train,1
7497,train,1
7498,train,0
7499,train,2
7500,train,2
7501,train,1
7502,train,1
7503,train,0
7504,train,1
7505,train,0
7506,train,1
7507,train,1
7508,train,2
7509,train,0
7510,train,0
7511,train,0
7512,train,2
7513,train,2
7514,train,2
7515,train,2
7516,train,2
7517,train,0
7518,train,2
7519,train,0
7520,train,2
7521,train,0
7522,train,0
7523,train,2
7524,train,0
7525,train,2
7526,train,1
7527,train,1
7528,train,2
7529,train,0
7530,train,0
7531,train,2
7532,train,1
7533,train,1
7534,train,0
7535,train,1
7536,train,1
7537,train,0
7538,train,1
7539,train,0
7540,train,1
7541,train,1
7542,train,0
7543,train,0
7544,train,2
7545,train,1
7546,train,0
7547,train,0
7548,train,2
7549,train,2
7550,train,1
7551,train,0
7552,train,2
7553,train,0
7554,train,1
7555,train,1
7556,train,2
7557,train,1
7558,train,1
7559,train,1
7560,train,0
7561,train,1
7562,train,2
7563,train,1
7564,train,1
7565,train,0
7566,train,2
7567,train,1
7568,train,2
7569,train,1
7570,train,0
7571,train,0
7572,train,2
7573,train,0
7574,train,0
7575,train,2
7576,train,2
7577,train,1
7578,train,0
7579,train,2
7580,train,1
7581,train,0
7582,train,1
7583,train,2
7584,train,2
7585,train,2
7586,train,2
7587,train,0
7588,train,0
7589,train,0
7590,train,0
7591,train,1
7592,train,0
7593,train,2
7594,train,2
7595,train,0
7596,train,2
7597,train,1
7598,train,1
7599,train,1
7600,train,0
7601,train,1
7602,train,0
7603,train,1
7604,train,2
7605,train,2
7606,train,0
7607,train,1
7608,train,0
7609,train,0
7610,train,2
7611,train,0
7612,train,1
7613,train,1
7614,train,2
7615,train,1
7616,train,1
7617,train,1
7618,train,0
7619,train,1
7620,train,2
7621,train,1
7622,train,2
7623,train,2
7624,train,2
7625,train,2
7626,train,1
7627,train,2
7628,train,2
7629,train,2
7630,train,1
7631,train,0
7632,train,2
7633,train,2
7634,train,2
7635,train,2
7636,train,0
7637,train,1
7638,train,1
7639,train,0
7640,train,0
7641,train,1
7642,train,0
7643,train,1
7644,train,1
7645,train,2
7646,train,0
7647,train,0
7648,train,0
7649,train,2
7650,train,2
7651,train,2
7652,train,0
7653,train,0
7654,train,1
7655,train,1
7656,train,0
7657,train,0
7658,train,0
7659,train,2
7660,train,1
7661,train,2
7662,train,2
7663,train,0
7664,train,0
7665,train,0
7666,train,2
7667,train,1
7668,train,0
7669,train,0
7670,train,2
7671,train,2
7672,train,1
7673,train,2
7674,train,0
7675,train,0
7676,train,0
7677,train,0
7678,train,2
7679,train,0
7680,train,2
7681,train,0
7682,train,0
7683,train,0
7684,train,0
7685,train,0
7686,train,2
7687,train,2
7688,train,1
7689,train,2
7690,train,0
7691,train,1
7692,train,2
7693,train,1
7694,train,2
7695,train,0
7696,train,2
7697,train,1
7698,train,1
7699,train,2
7700,train,1
7701,train,2
7702,train,0
7703,train,2
7704,train,0
7705,train,1
7706,train,0
7707,train,0
7708,train,0
7709,train,0
7710,train,0
7711,train,1
7712,train,0
7713,train,0
7714,train,2
7715,train,2
7716,train,2
7717,train,0
7718,train,0
7719,train,2
7720,train,0
7721,train,1
7722,train,1
7723,train,1
7724,train,1
7725,train,1
7726,train,1
7727,train,1
7728,train,1
7729,train,0
7730,train,0
7731,train,0
7732,train,1
7733,train,0
7734,train,0
7735,train,0
7736,train,0
7737,train,1
7738,train,0
7739,train,1
7740,train,2
7741,train,0
7742,train,1
7743,train,1
7744,train,0
7745,train,0
7746,train,2
7747,train,1
7748,train,1
7749,train,1
7750,train,1
7751,train,2
7752,train,2
7753,train,0
7754,train,1
7755,train,0
7756,train,2
7757,train,0
7758,train,2
7759,train,1
7760,train,0
7761,train,0
7762,train,1
7763,train,0
7764,train,0
7765,train,1
7766,train,0
7767,train,2
7768,train,2
7769,train,0
7770,train,2
7771,train,1
7772,train,0
7773,train,0
7774,train,0
7775,train,0
7776,train,0
7777,train,0
7778,train,1
7779,train,2
7780,train,1
7781,train,0
7782,train,0
7783,train,0
7784,train,0
7785,train,2
7786,train,2
7787,train,1
7788,train,2
7789,train,2
7790,train,1
7791,train,0
7792,train,1
7793,train,0
7794,train,1
7795,train,1
7796,train,2
7797,train,1
7798,train,0
7799,train,0
7800,train,2
7801,train,0
7802,train,1
7803,train,1
7804,train,1
7805,train,2
7806,train,0
7807,train,0
7808,train,0
7809,train,1
7810,train,2
7811,train,0
7812,train,1
7813,train,2
7814,train,0
7815,train,0
7816,train,1
7817,train,1
7818,train,2
7819,train,1
7820,train,1
7821,train,0
7822,train,1
7823,train,2
7824,train,0
7825,train,2
7826,train,1
7827,train,0
7828,train,1
7829,train,0
7830,train,1
7831,train,1
7832,train,0
7833,train,1
7834,train,1
7835,train,2
7836,train,1
7837,train,0
7838,train,2
7839,train,2
7840,train,1
7841,train,1
7842,train,1
7843,train,2
7844,train,1
7845,train,0
7846,train,2
7847,train,1
7848,train,2
7849,train,0
7850,train,2
7851,train,1
7852,train,2
7853,train,2
7854,train,0
7855,train,1
7856,train,1
7857,train,1
7858,train,1
7859,train,0
7860,train,2
7861,train,1
7862,train,2
7863,train,0
7864,train,1
7865,train,0
7866,train,0
7867,train,2
7868,train,0
7869,train,1
7870,train,2
7871,train,0
7872,train,1
7873,train,2
7874,train,1
7875,train,0
7876,train,0
7877,train,1
7878,train,0
7879,train,1
7880,train,1
7881,train,0
7882,train,2
7883,train,1
7884,train,1
7885,train,0
7886,train,1
7887,train,1
7888,train,2
7889,train,2
7890,train,2
7891,train,1
7892,train,2
7893,train,2
7894,train,0
7895,train,0
7896,train,0
7897,train,1
7898,train,2
7899,train,1
7900,train,1
7901,train,0
7902,train,2
7903,train,0
7904,train,1
7905,train,0
7906,train,2
7907,train,1
7908,train,2
7909,train,2
7910,train,0
7911,train,0
7912,train,2
7913,train,1
7914,train,2
7915,train,1
7916,train,2
7917,train,2
7918,train,0
7919,train,1
7920,train,1
7921,train,0
7922,train,1
7923,train,0
7924,train,0
7925,train,2
7926,train,0
7927,train,2
7928,train,1
7929,train,1
7930,train,1
7931,train,0
7932,train,0
7933,train,1
7934,train,0
7935,train,1
7936,train,1
7937,train,0
7938,train,2
7939,train,1
7940,train,2
7941,train,0
7942,train,1
7943,train,0
7944,train,2
7945,train,1
7946,train,1
7947,train,2
7948,train,2
7949,train,1
7950,train,0
7951,train,1
7952,train,2
7953,train,1
7954,train,2
7955,train,2
7956,train,2
7957,train,1
7958,train,2
7959,train,1
7960,train,1
7961,train,2
7962,train,1
7963,train,0
7964,train,0
7965,train,0
7966,train,0
7967,train,1
7968,train,0
7969,train,1
7970,train,1
7971,train,2
7972,train,0
7973,train,2
7974,train,0
7975,train,1
7976,train,2
7977,train,2
7978,train,1
7979,train,1
7980,train,1
7981,train,1
7982,train,1
7983,train,0
7984,train,1
7985,train,1
7986,train,0
7987,train,0
7988,train,0
7989,train,1
7990,train,2
7991,train,1
7992,train,1
7993,train,0
7994,train,0
7995,train,1
7996,train,0
7997,train,2
7998,train,0
7999,train,2
8000,train,1
8001,train,0
8002,train,0
8003,train,0
8004,train,1
8005,train,1
8006,train,0
8007,train,2
8008,train,1
8009,train,2
8010,train,0
8011,train,1
8012,train,0
8013,train,0
8014,train,1
8015,train,0
8016,train,2
8017,train,0
8018,train,1
8019,train,0
8020,train,0
8021,train,2
8022,train,0
8023,train,2
8024,train,2
8025,train,2
8026,train,1
8027,train,2
8028,train,1
8029,train,2
8030,train,1
8031,train,0
8032,train,0
8033,train,2
8034,train,1
8035,train,0
8036,train,2
8037,train,0
8038,train,1
8039,train,1
8040,train,0
8041,train,1
