row_id,split,cluster,digital_stage,digital_stage_name
3349,train,0,2,2단계_부분_적응
3350,train,1,1,1단계_완전_소외
3351,train,0,2,2단계_부분_적응
3352,train,0,2,2단계_부분_적응
3353,train,0,2,2단계_부분_적응
3354,train,2,3,3단계_자립_적응
3355,train,1,1,1단계_완전_소외
3356,train,1,1,1단계_완전_소외
3357,train,1,1,1단계_완전_소외
3358,train,0,2,2단계_부분_적응
3359,train,1,1,1단계_완전_소외
3360,train,2,3,3단계_자립_적응
3361,train,2,3,3단계_자립_적응
3362,train,2,3,3단계_자립_적응
3363,train,2,3,3단계_자립_적응
3364,train,1,1,1단계_완전_소외
3365,train,2,3,3단계_자립_적응
3366,train,2,3,3단계_자립_적응
3367,train,1,1,1단계_완전_소외
3368,train,1,1,1단계_완전_소외
3369,train,0,2,2단계_부분_적응
3370,train,1,1,1단계_완전_소외
3371,train,1,1,1단계_완전_소외
3372,train,0,2,2단계_부분_적응
3373,train,2,3,3단계_자립_적응
3374,train,2,3,3단계_자립_적응
3375,train,0,2,2단계_부분_적응
3376,train,0,2,2단계_부분_적응
3377,train,0,2,2단계_부분_적응
3378,train,2,3,3단계_자립_적응
3379,train,1,1,1단계_완전_소외
3380,train,1,1,1단계_완전_소외
3381,train,0,2,2단계_부분_적응
3382,train,2,3,3단계_자립_적응
3383,train,2,3,3단계_자립_적응
3384,train,0,2,2단계_부분_적응
3385,train,2,3,3단계_자립_적응
3386,train,0,2,2단계_부분_적응
3387,train,0,2,2단계_부분_적응
3388,train,1,1,1단계_완전_소외
3389,train,1,1,1단계_완전_소외
3390,train,0,2,2단계_부분_적응
3391,train,1,1,1단계_완전_소외
3392,train,0,2,2단계_부분_적응
3393,train,0,2,2단계_부분_적응
3394,train,1,1,1단계_완전_소외
3395,train,0,2,2단계_부분_적응
3396,train,1,1,1단계_완전_소외
3397,train,1,1,1단계_완전_소외
3398,train,1,1,1단계_완전_소외
3399,train,0,2,2단계_부분_적응
3400,train,0,2,2단계_부분_적응
3401,train,0,2,2단계_부분_적응
3402,train,0,2,2단계_부분_적응
3403,train,1,1,1단계_완전_소외
3404,train,0,2,2단계_부분_적응
3405,train,2,3,3단계_자립_적응
3406,train,1,1,1단계_완전_소외
3407,train,2,3,3단계_자립_적응
3408,train,2,3,3단계_자립_적응
3409,train,0,2,2단계_부분_적응
3410,train,1,1,1단계_완전_소외
3411,train,2,3,3단계_자립_적응
3412,train,1,1,1단계_완전_소외
3413,train,1,1,1단계_완전_소외
3414,train,0,2,2단계_부분_적응
3415,train,2,3,3단계_자립_적응
3416,train,0,2,2단계_부분_적응
3417,train,2,3,3단계_자립_적응
3418,train,0,2,2단계_부분_적응
3419,train,0,2,2단계_부분_적응
3420,train,0,2,2단계_부분_적응
3421,train,1,1,1단계_완전_소외
3422,train,1,1,1단계_완전_소외
3423,train,1,1,1단계_완전_소외
3424,train,2,3,3단계_자립_적응
3425,train,2,3,3단계_자립_적응
3426,train,0,2,2단계_부분_적응
3427,train,2,3,3단계_자립_적응
3428,train,2,3,3단계_자립_적응
3429,train,1,1,1단계_완전_소외
3430,train,0,2,2단계_부분_적응
3431,train,2,3,3단계_자립_적응
3432,train,1,1,1단계_완전_소외
3433,train,1,1,1단계_완전_소외
3434,train,1,1,1단계_완전_소외
3435,train,2,3,3단계_자립_적응
3436,train,0,2,2단계_부분_적응
3437,train,1,1,1단계_완전_소외
3438,train,1,1,1단계_완전_소외
3439,train,0,2,2단계_부분_적응
3440,train,1,1,1단계_완전_소외
3441,train,0,2,2단계_부분_적응
3442,train,2,3,3단계_자립_적응
3443,train,2,3,3단계_자립_적응
3444,train,1,1,1단계_완전_소외
3445,train,0,2,2단계_부분_적응
3446,train,1,1,1단계_완전_소외
3447,train,0,2,2단계_부분_적응
3448,train,0,2,2단계_부분_적응
3449,train,0,2,2단계_부분_적응
3450,train,0,2,2단계_부분_적응
3451,train,0,2,2단계_부분_적응
3452,train,0,2,2단계_부분_적응
3453,train,0,2,2단계_부분_적응
3454,train,0,2,2단계_부분_적응
3455,train,1,1,1단계_완전_소외
3456,train,1,1,1단계_완전_소외
3457,train,1,1,1단계_완전_소외
3458,train,1,1,1단계_완전_소외
3459,train,2,3,3단계_자립_적응
3460,train,0,2,2단계_부분_적응
3461,train,0,2,2단계_부분_적응
3462,train,0,2,2단계_부분_적응
3463,train,0,2,2단계_부분_적응
3464,train,0,2,2단계_부분_적응
3465,train,2,3,3단계_자립_적응
3466,train,2,3,3단계_자립_적응
3467,train,1,1,1단계_완전_소외
3468,train,1,1,1단계_완전_소외
3469,train,0,2,2단계_부분_적응
3470,train,1,1,1단계_완전_소외
3471,train,0,2,2단계_부분_적응
3472,train,2,3,3단계_자립_적응
3473,train,0,2,2단계_부분_적응
3474,train,1,1,1단계_완전_소외
3475,train,1,1,1단계_완전_소외
3476,train,2,3,3단계_자립_적응
3477,train,1,1,1단계_완전_소외
3478,train,1,1,1단계_완전_소외
3479,train,1,1,1단계_완전_소외
3480,train,2,3,3단계_자립_적응
3481,train,0,2,2단계_부분_적응
3482,train,0,2,2단계_부분_적응
3483,train,0,2,2단계_부분_적응
3484,train,2,3,3단계_자립_적응
3485,train,2,3,3단계_자립_적응
3486,train,0,2,2단계_부분_적응
3487,train,1,1,1단계_완전_소외
3488,train,1,1,1단계_완전_소외
3489,train,2,3,3단계_자립_적응
3490,train,2,3,3단계_자립_적응
3491,train,2,3,3단계_자립_적응
3492,train,0,2,2단계_부분_적응
3493,train,2,3,3단계_자립_적응
3494,train,1,1,1단계_완전_소외
3495,train,1,1,1단계_완전_소외
3496,train,2,3,3단계_자립_적응
3497,train,2,3,3단계_자립_적응
3498,train,0,2,2단계_부분_적응
3499,train,2,3,3단계_자립_적응
3500,train,2,3,3단계_자립_적응
3501,train,0,2,2단계_부분_적응
3502,train,2,3,3단계_자립_적응
3503,train,0,2,2단계_부분_적응
3504,train,2,3,3단계_자립_적응
3505,train,2,3,3단계_자립_적응
3506,train,2,3,3단계_자립_적응
3507,train,2,3,3단계_자립_적응
3508,train,2,3,3단계_자립_적응
3509,train,1,1,1단계_완전_소외
3510,train,0,2,2단계_부분_적응
3511,train,1,1,1단계_완전_소외
3512,train,0,2,2단계_부분_적응
3513,train,1,1,1단계_완전_소외
3514,train,1,1,1단계_완전_소외
3515,train,0,2,2단계_부분_적응
3516,train,0,2,2단계_부분_적응
3517,train,1,1,1단계_완전_소외
3518,train,1,1,1단계_완전_소외
3519,train,1,1,1단계_완전_소외
3520,train,2,3,3단계_자립_적응
3521,train,0,2,2단계_부분_적응
3522,train,0,2,2단계_부분_적응
3523,train,0,2,2단계_부분_적응
3524,train,0,2,2단계_부분_적응
3525,train,1,1,1단계_완전_소외
3526,train,0,2,2단계_부분_적응
3527,train,0,2,2단계_부분_적응
3528,train,1,1,1단계_완전_소외
3529,train,0,2,2단계_부분_적응
3530,train,0,2,2단계_부분_적응
3531,train,0,2,2단계_부분_적응
3532,train,1,1,1단계_완전_소외
3533,train,0,2,2단계_부분_적응
3534,train,2,3,3단계_자립_적응
3535,train,2,3,3단계_자립_적응
3536,train,1,1,1단계_완전_소외
3537,train,1,1,1단계_완전_소외
3538,train,1,1,1단계_완전_소외
3539,train,2,3,3단계_자립_적응
3540,train,0,2,2단계_부분_적응
3541,train,0,2,2단계_부분_적응
3542,train,0,2,2단계_부분_적응
3543,train,1,1,1단계_완전_소외
3544,train,0,2,2단계_부분_적응
3545,train,2,3,3단계_자립_적응
3546,train,1,1,1단계_완전_소외
3547,train,2,3,3단계_자립_적응
3548,train,1,1,1단계_완전_소외
3549,train,1,1,1단계_완전_소외
3550,train,2,3,3단계_자립_적응
3551,train,1,1,1단계_완전_소외
3552,train,2,3,3단계_자립_적응
3553,train,1,1,1단계_완전_소외
3554,train,0,2,2단계_부분_적응
3555,train,0,2,2단계_부분_적응
3556,train,1,1,1단계_완전_소외
3557,train,1,1,1단계_완전_소외
3558,train,1,1,1단계_완전_소외
3559,train,0,2,2단계_부분_적응
3560,train,2,3,3단계_자립_적응
3561,train,0,2,2단계_부분_적응
3562,train,2,3,3단계_자립_적응
3563,train,1,1,1단계_완전_소외
3564,train,2,3,3단계_자립_적응
3565,train,0,2,2단계_부분_적응
3566,train,0,2,2단계_부분_적응
3567,train,0,2,2단계_부분_적응
3568,train,0,2,2단계_부분_적응
3569,train,2,3,3단계_자립_적응
3570,train,1,1,1단계_완전_소외
3571,train,1,1,1단계_완전_소외
3572,train,0,2,2단계_부분_적응
3573,train,0,2,2단계_부분_적응
3574,train,1,1,1단계_완전_소외
3575,train,2,3,3단계_자립_적응
3576,train,1,1,1단계_완전_소외
3577,train,2,3,3단계_자립_적응
3578,train,2,3,3단계_자립_적응
3579,train,1,1,1단계_완전_소외
3580,train,2,3,3단계_자립_적응
3581,train,1,1,1단계_완전_소외
3582,train,1,1,1단계_완전_소외
3583,train,2,3,3단계_자립_적응
3584,train,0,2,2단계_부분_적응
3585,train,0,2,2단계_부분_적응
3586,train,1,1,1단계_완전_소외
3587,train,1,1,1단계_완전_소외
3588,train,1,1,1단계_완전_소외
3589,train,0,2,2단계_부분_적응
3590,train,0,2,2단계_부분_적응
3591,train,1,1,1단계_완전_소외
3592,train,1,1,1단계_완전_소외
3593,train,2,3,3단계_자립_적응
3594,train,0,2,2단계_부분_적응
3595,train,1,1,1단계_완전_소외
3596,train,0,2,2단계_부분_적응
3597,train,1,1,1단계_완전_소외
3598,train,1,1,1단계_완전_소외
3599,train,2,3,3단계_자립_적응
3600,train,1,1,1단계_완전_소외
3601,train,1,1,1단계_완전_소외
3602,train,0,2,2단계_부분_적응
3603,train,2,3,3단계_자립_적응
3604,train,0,2,2단계_부분_적응
3605,train,1,1,1단계_완전_소외
3606,train,0,2,2단계_부분_적응
3607,train,1,1,1단계_완전_소외
3608,train,1,1,1단계_완전_소외
3609,train,0,2,2단계_부분_적응
3610,train,0,2,2단계_부분_적응
3611,train,0,2,2단계_부분_적응
3612,train,2,3,3단계_자립_적응
3613,train,0,2,2단계_부분_적응
3614,train,2,3,3단계_자립_적응
3615,train,0,2,2단계_부분_적응
3616,train,1,1,1단계_완전_소외
3617,train,0,2,2단계_부분_적응
3618,train,1,1,1단계_완전_소외
3619,train,0,2,2단계_부분_적응
3620,train,2,3,3단계_자립_적응
3621,train,1,1,1단계_완전_소외
3622,train,1,1,1단계_완전_소외
3623,train,1,1,1단계_완전_소외
3624,train,1,1,1단계_완전_소외
3625,train,1,1,1단계_완전_소외
3626,train,0,2,2단계_부분_적응
3627,train,0,2,2단계_부분_적응
3628,train,2,3,3단계_자립_적응
3629,train,0,2,2단계_부분_적응
3630,train,0,2,2단계_부분_적응
3631,train,0,2,2단계_부분_적응
3632,train,2,3,3단계_자립_적응
3633,train,2,3,3단계_자립_적응
3634,train,1,1,1단계_완전_소외
3635,train,0,2,2단계_부분_적응
3636,train,2,3,3단계_자립_적응
3637,train,1,1,1단계_완전_소외
3638,train,0,2,2단계_부분_적응
3639,train,2,3,3단계_자립_적응
3640,train,1,1,1단계_완전_소외
3641,train,1,1,1단계_완전_소외
3642,train,0,2,2단계_부분_적응
3643,train,1,1,1단계_완전_소외
3644,train,0,2,2단계_부분_적응
3645,train,1,1,1단계_완전_소외
3646,train,0,2,2단계_부분_적응
3647,train,2,3,3단계_자립_적응
3648,train,0,2,2단계_부분_적응
3649,train,1,1,1단계_완전_소외
3650,train,2,3,3단계_자립_적응
3651,train,2,3,3단계_자립_적응
3652,train,1,1,1단계_완전_소외
3653,train,0,2,2단계_부분_적응
3654,train,1,1,1단계_완전_소외
3655,train,2,3,3단계_자립_적응
3656,train,2,3,3단계_자립_적응
3657,train,0,2,2단계_부분_적응
3658,train,1,1,1단계_완전_소외
3659,train,0,2,2단계_부분_적응
3660,train,1,1,1단계_완전_소외
3661,train,0,2,2단계_부분_적응
3662,train,0,2,2단계_부분_적응
3663,train,1,1,1단계_완전_소외
3664,train,2,3,3단계_자립_적응
3665,train,0,2,2단계_부분_적응
3666,train,1,1,1단계_완전_소외
3667,train,2,3,3단계_자립_적응
3668,train,2,3,3단계_자립_적응
3669,train,0,2,2단계_부분_적응
3670,train,0,2,2단계_부분_적응
3671,train,2,3,3단계_자립_적응
3672,train,1,1,1단계_완전_소외
3673,train,1,1,1단계_완전_소외
3674,train,2,3,3단계_자립_적응
3675,train,2,3,3단계_자립_적응
3676,train,2,3,3단계_자립_적응
3677,train,1,1,1단계_완전_소외
3678,train,0,2,2단계_부분_적응
3679,train,1,1,1단계_완전_소외
3680,train,0,2,2단계_부분_적응
3681,train,0,2,2단계_부분_적응
3682,train,1,1,1단계_완전_소외
3683,train,0,2,2단계_부분_적응
3684,train,2,3,3단계_자립_적응
3685,train,0,2,2단계_부분_적응
3686,train,0,2,2단계_부분_적응
3687,train,2,3,3단계_자립_적응
3688,train,1,1,1단계_완전_소외
3689,train,2,3,3단계_자립_적응
3690,train,2,3,3단계_자립_적응
3691,train,0,2,2단계_부분_적응
3692,train,1,1,1단계_완전_소외
3693,train,1,1,1단계_완전_소외
3694,train,1,1,1단계_완전_소외
3695,train,2,3,3단계_자립_적응
3696,train,2,3,3단계_자립_적응
3697,train,2,3,3단계_자립_적응
3698,train,0,2,2단계_부분_적응
3699,train,0,2,2단계_부분_적응
3700,train,0,2,2단계_부분_적응
3701,train,1,1,1단계_완전_소외
3702,train,2,3,3단계_자립_적응
3703,train,0,2,2단계_부분_적응
3704,train,2,3,3단계_자립_적응
3705,train,2,3,3단계_자립_적응
3706,train,2,3,3단계_자립_적응
3707,train,1,1,1단계_완전_소외
3708,train,1,1,1단계_완전_소외
3709,train,2,3,3단계_자립_적응
3710,train,0,2,2단계_부분_적응
3711,train,1,1,1단계_완전_소외
3712,train,2,3,3단계_자립_적응
3713,train,1,1,1단계_완전_소외
3714,train,1,1,1단계_완전_소외
3715,train,1,1,1단계_완전_소외
3716,train,0,2,2단계_부분_적응
3717,train,2,3,3단계_자립_적응
3718,train,1,1,1단계_완전_소외
3719,train,2,3,3단계_자립_적응
3720,train,0,2,2단계_부분_적응
3721,train,1,1,1단계_완전_소외
3722,train,2,3,3단계_자립_적응
3723,train,1,1,1단계_완전_소외
3724,train,2,3,3단계_자립_적응
3725,train,2,3,3단계_자립_적응
3726,train,2,3,3단계_자립_적응
3727,train,2,3,3단계_자립_적응
3728,train,1,1,1단계_완전_소외
3729,train,1,1,1단계_완전_소외
3730,train,1,1,1단계_완전_소외
3731,train,2,3,3단계_자립_적응
3732,train,1,1,1단계_완전_소외
3733,train,0,2,2단계_부분_적응
3734,train,2,3,3단계_자립_적응
3735,train,1,1,1단계_완전_소외
3736,train,1,1,1단계_완전_소외
3737,train,2,3,3단계_자립_적응
3738,train,0,2,2단계_부분_적응
3739,train,2,3,3단계_자립_적응
3740,train,1,1,1단계_완전_소외
3741,train,1,1,1단계_완전_소외
3742,train,0,2,2단계_부분_적응
3743,train,2,3,3단계_자립_적응
3744,train,2,3,3단계_자립_적응
3745,train,2,3,3단계_자립_적응
3746,train,0,2,2단계_부분_적응
3747,train,2,3,3단계_자립_적응
3748,train,1,1,1단계_완전_소외
3749,train,1,1,1단계_완전_소외
3750,train,2,3,3단계_자립_적응
3751,train,2,3,3단계_자립_적응
3752,train,1,1,1단계_완전_소외
3753,train,1,1,1단계_완전_소외
3754,train,0,2,2단계_부분_적응
3755,train,0,2,2단계_부분_적응
3756,train,0,2,2단계_부분_적응
3757,train,1,1,1단계_완전_소외
3758,train,0,2,2단계_부분_적응
3759,train,2,3,3단계_자립_적응
3760,train,2,3,3단계_자립_적응
3761,train,1,1,1단계_완전_소외
3762,train,1,1,1단계_완전_소외
3763,train,2,3,3단계_자립_적응
3764,train,0,2,2단계_부분_적응
3765,train,0,2,2단계_부분_적응
3766,train,0,2,2단계_부분_적응
3767,train,2,3,3단계_자립_적응
3768,train,0,2,2단계_부분_적응
3769,train,2,3,3단계_자립_적응
3770,train,0,2,2단계_부분_적응
3771,train,2,3,3단계_자립_적응
3772,train,0,2,2단계_부분_적응
3773,train,1,1,1단계_완전_소외
3774,train,2,3,3단계_자립_적응
3775,train,0,2,2단계_부분_적응
3776,train,2,3,3단계_자립_적응
3777,train,0,2,2단계_부분_적응
3778,train,2,3,3단계_자립_적응
3779,train,1,1,1단계_완전_소외
3780,train,0,2,2단계_부분_적응
3781,train,1,1,1단계_완전_소외
3782,train,0,2,2단계_부분_적응
3783,train,2,3,3단계_자립_적응
3784,train,1,1,1단계_완전_소외
3785,train,0,2,2단계_부분_적응
3786,train,1,1,1단계_완전_소외
3787,train,2,3,3단계_자립_적응
3788,train,0,2,2단계_부분_적응
3789,train,1,1,1단계_완전_소외
3790,train,2,3,3단계_자립_적응
3791,train,1,1,1단계_완전_소외
3792,train,0,2,2단계_부분_적응
3793,train,1,1,1단계_완전_소외
3794,train,0,2,2단계_부분_적응
3795,train,0,2,2단계_부분_적응
3796,train,0,2,2단계_부분_적응
3797,train,1,1,1단계_완전_소외
3798,train,0,2,2단계_부분_적응
3799,train,2,3,3단계_자립_적응
3800,train,1,1,1단계_완전_소외
3801,train,1,1,1단계_완전_소외
3802,train,1,1,1단계_완전_소외
3803,train,0,2,2단계_부분_적응
3804,train,0,2,2단계_부분_적응
3805,train,1,1,1단계_완전_소외
3806,train,2,3,3단계_자립_적응
3807,train,0,2,2단계_부분_적응
3808,train,0,2,2단계_부분_적응
3809,train,0,2,2단계_부분_적응
3810,train,2,3,3단계_자립_적응
3811,train,2,3,3단계_자립_적응
3812,train,2,3,3단계_자립_적응
3813,train,2,3,3단계_자립_적응
3814,train,0,2,2단계_부분_적응
3815,train,2,3,3단계_자립_적응
3816,train,0,2,2단계_부분_적응
3817,train,2,3,3단계_자립_적응
3818,train,0,2,2단계_부분_적응
3819,train,0,2,2단계_부분_적응
3820,train,1,1,1단계_완전_소외
3821,train,1,1,1단계_완전_소외
3822,train,1,1,1단계_완전_소외
3823,train,2,3,3단계_자립_적응
3824,train,1,1,1단계_완전_소외
3825,train,1,1,1단계_완전_소외
3826,train,2,3,3단계_자립_적응
3827,train,0,2,2단계_부분_적응
3828,train,0,2,2단계_부분_적응
3829,train,1,1,1단계_완전_소외
3830,train,1,1,1단계_완전_소외
3831,train,2,3,3단계_자립_적응
3832,train,2,3,3단계_자립_적응
3833,train,2,3,3단계_자립_적응
3834,train,0,2,2단계_부분_적응
3835,train,0,2,2단계_부분_적응
3836,train,2,3,3단계_자립_적응
3837,train,1,1,1단계_완전_소외
3838,train,0,2,2단계_부분_적응
3839,train,0,2,2단계_부분_적응
3840,train,2,3,3단계_자립_적응
3841,train,1,1,1단계_완전_소외
3842,train,1,1,1단계_완전_소외
3843,train,0,2,2단계_부분_적응
3844,train,0,2,2단계_부분_적응
3845,train,0,2,2단계_부분_적응
3846,train,1,1,1단계_완전_소외
3847,train,1,1,1단계_완전_소외
3848,train,0,2,2단계_부분_적응
3849,train,1,1,1단계_완전_소외
3850,train,0,2,2단계_부분_적응
3851,train,0,2,2단계_부분_적응
3852,train,2,3,3단계_자립_적응
3853,train,1,1,1단계_완전_소외
3854,train,0,2,2단계_부분_적응
3855,train,0,2,2단계_부분_적응
3856,train,0,2,2단계_부분_적응
3857,train,2,3,3단계_자립_적응
3858,train,2,3,3단계_자립_적응
3859,train,0,2,2단계_부분_적응
3860,train,2,3,3단계_자립_적응
3861,train,1,1,1단계_완전_소외
3862,train,1,1,1단계_완전_소외
3863,train,0,2,2단계_부분_적응
3864,train,1,1,1단계_완전_소외
3865,train,1,1,1단계_완전_소외
3866,train,2,3,3단계_자립_적응
3867,train,1,1,1단계_완전_소외
3868,train,2,3,3단계_자립_적응
3869,train,1,1,1단계_완전_소외
3870,train,1,1,1단계_완전_소외
3871,train,2,3,3단계_자립_적응
3872,train,1,1,1단계_완전_소외
3873,train,2,3,3단계_자립_적응
3874,train,0,2,2단계_부분_적응
3875,train,0,2,2단계_부분_적응
3876,train,0,2,2단계_부분_적응
3877,train,1,1,1단계_완전_소외
3878,train,1,1,1단계_완전_소외
3879,train,0,2,2단계_부분_적응
3880,train,1,1,1단계_완전_소외
3881,train,0,2,2단계_부분_적응
3882,train,2,3,3단계_자립_적응
3883,train,2,3,3단계_자립_적응
3884,train,2,3,3단계_자립_적응
3885,train,0,2,2단계_부분_적응
3886,train,2,3,3단계_자립_적응
3887,train,1,1,1단계_완전_소외
3888,train,1,1,1단계_완전_소외
3889,train,2,3,3단계_자립_적응
3890,train,2,3,3단계_자립_적응
3891,train,2,3,3단계_자립_적응
3892,train,2,3,3단계_자립_적응
3893,train,2,3,3단계_자립_적응
3894,train,0,2,2단계_부분_적응
3895,train,0,2,2단계_부분_적응
3896,train,2,3,3단계_자립_적응
3897,train,1,1,1단계_완전_소외
3898,train,0,2,2단계_부분_적응
3899,train,0,2,2단계_부분_적응
3900,train,1,1,1단계_완전_소외
3901,train,2,3,3단계_자립_적응
3902,train,0,2,2단계_부분_적응
3903,train,0,2,2단계_부분_적응
3904,train,0,2,2단계_부분_적응
3905,train,1,1,1단계_완전_소외
3906,train,2,3,3단계_자립_적응
3907,train,2,3,3단계_자립_적응
3908,train,0,2,2단계_부분_적응
3909,train,1,1,1단계_완전_소외
3910,train,1,1,1단계_완전_소외
3911,train,0,2,2단계_부분_적응
3912,train,1,1,1단계_완전_소외
3913,train,2,3,3단계_자립_적응
3914,train,0,2,2단계_부분_적응
3915,train,1,1,1단계_완전_소외
3916,train,1,1,1단계_완전_소외
3917,train,2,3,3단계_자립_적응
3918,train,1,1,1단계_완전_소외
3919,train,0,2,2단계_부분_적응
3920,train,1,1,1단계_완전_소외
3921,train,0,2,2단계_부분_적응
3922,train,0,2,2단계_부분_적응
3923,train,1,1,1단계_완전_소외
3924,train,1,1,1단계_완전_소외
3925,train,0,2,2단계_부분_적응
3926,train,2,3,3단계_자립_적응
3927,train,0,2,2단계_부분_적응
3928,train,1,1,1단계_완전_소외
3929,train,0,2,2단계_부분_적응
3930,train,1,1,1단계_완전_소외
3931,train,2,3,3단계_자립_적응
3932,train,1,1,1단계_완전_소외
3933,train,1,1,1단계_완전_소외
3934,train,2,3,3단계_자립_적응
3935,train,1,1,1단계_완전_소외
3936,train,0,2,2단계_부분_적응
3937,train,1,1,1단계_완전_소외
3938,train,0,2,2단계_부분_적응
3939,train,1,1,1단계_완전_소외
3940,train,2,3,3단계_자립_적응
3941,train,0,2,2단계_부분_적응
3942,train,0,2,2단계_부분_적응
3943,train,1,1,1단계_완전_소외
3944,train,2,3,3단계_자립_적응
3945,train,1,1,1단계_완전_소외
3946,train,0,2,2단계_부분_적응
3947,train,2,3,3단계_자립_적응
3948,train,0,2,2단계_부분_적응
3949,train,0,2,2단계_부분_적응
3950,train,1,1,1단계_완전_소외
3951,train,0,2,2단계_부분_적응
3952,train,1,1,1단계_완전_소외
3953,train,0,2,2단계_부분_적응
3954,train,2,3,3단계_자립_적응
3955,train,1,1,1단계_완전_소외
3956,train,0,2,2단계_부분_적응
3957,train,0,2,2단계_부분_적응
3958,train,1,1,1단계_완전_소외
3959,train,0,2,2단계_부분_적응
3960,train,0,2,2단계_부분_적응
3961,train,2,3,3단계_자립_적응
3962,train,1,1,1단계_완전_소외
3963,train,2,3,3단계_자립_적응
3964,train,2,3,3단계_자립_적응
3965,train,1,1,1단계_완전_소외
3966,train,1,1,1단계_완전_소외
3967,train,2,3,3단계_자립_적응
3968,train,1,1,1단계_완전_소외
3969,train,0,2,2단계_부분_적응
3970,train,1,1,1단계_완전_소외
3971,train,1,1,1단계_완전_소외
3972,train,2,3,3단계_자립_적응
3973,train,0,2,2단계_부분_적응
3974,train,2,3,3단계_자립_적응
3975,train,2,3,3단계_자립_적응
3976,train,1,1,1단계_완전_소외
3977,train,0,2,2단계_부분_적응
3978,train,2,3,3단계_자립_적응
3979,train,1,1,1단계_완전_소외
3980,train,1,1,1단계_완전_소외
3981,train,1,1,1단계_완전_소외
3982,train,1,1,1단계_완전_소외
3983,train,1,1,1단계_완전_소외
3984,train,1,1,1단계_완전_소외
3985,train,2,3,3단계_자립_적응
3986,train,2,3,3단계_자립_적응
3987,train,2,3,3단계_자립_적응
3988,train,2,3,3단계_자립_적응
3989,train,0,2,2단계_부분_적응
3990,train,2,3,3단계_자립_적응
3991,train,1,1,1단계_완전_소외
3992,train,2,3,3단계_자립_적응
3993,train,2,3,3단계_자립_적응
3994,train,0,2,2단계_부분_적응
3995,train,0,2,2단계_부분_적응
3996,train,2,3,3단계_자립_적응
3997,train,0,2,2단계_부분_적응
3998,train,0,2,2단계_부분_적응
3999,train,1,1,1단계_완전_소외
4000,train,2,3,3단계_자립_적응
4001,train,0,2,2단계_부분_적응
4002,train,1,1,1단계_완전_소외
4003,train,0,2,2단계_부분_적응
4004,train,0,2,2단계_부분_적응
4005,train,0,2,2단계_부분_적응
4006,train,2,3,3단계_자립_적응
4007,train,0,2,2단계_부분_적응
4008,train,2,3,3단계_자립_적응
4009,train,2,3,3단계_자립_적응
4010,train,2,3,3단계_자립_적응
4011,train,0,2,2단계_부분_적응
4012,train,0,2,2단계_부분_적응
4013,train,1,1,1단계_완전_소외
4014,train,2,3,3단계_자립_적응
4015,train,1,1,1단계_완전_소외
4016,train,2,3,3단계_자립_적응
4017,train,0,2,2단계_부분_적응
4018,train,1,1,1단계_완전_소외
4019,train,2,3,3단계_자립_적응
4020,train,2,3,3단계_자립_적응
4021,train,0,2,2단계_부분_적응
4022,train,1,1,1단계_완전_소외
4023,train,0,2,2단계_부분_적응
4024,train,2,3,3단계_자립_적응
4025,train,2,3,3단계_자립_적응
4026,train,2,3,3단계_자립_적응
4027,train,1,1,1단계_완전_소외
4028,train,2,3,3단계_자립_적응
4029,train,2,3,3단계_자립_적응
4030,train,1,1,1단계_완전_소외
4031,train,1,1,1단계_완전_소외
4032,train,1,1,1단계_완전_소외
4033,train,0,2,2단계_부분_적응
4034,train,1,1,1단계_완전_소외
4035,train,2,3,3단계_자립_적응
4036,train,0,2,2단계_부분_적응
4037,train,1,1,1단계_완전_소외
4038,train,1,1,1단계_완전_소외
4039,train,0,2,2단계_부분_적응
4040,train,2,3,3단계_자립_적응
4041,train,1,1,1단계_완전_소외
4042,train,0,2,2단계_부분_적응
4043,train,0,2,2단계_부분_적응
4044,train,0,2,2단계_부분_적응
4045,train,1,1,1단계_완전_소외
4046,train,1,1,1단계_완전_소외
4047,train,1,1,1단계_완전_소외
4048,train,1,1,1단계_완전_소외
4049,train,2,3,3단계_자립_적응
4050,train,1,1,1단계_완전_소외
4051,train,2,3,3단계_자립_적응
4052,train,0,2,2단계_부분_적응
4053,train,1,1,1단계_완전_소외
4054,train,2,3,3단계_자립_적응
4055,train,1,1,1단계_완전_소외
4056,train,1,1,1단계_완전_소외
4057,train,1,1,1단계_완전_소외
4058,train,2,3,3단계_자립_적응
4059,train,0,2,2단계_부분_적응
4060,train,2,3,3단계_자립_적응
4061,train,1,1,1단계_완전_소외
4062,train,1,1,1단계_완전_소외
4063,train,2,3,3단계_자립_적응
4064,train,0,2,2단계_부분_적응
4065,train,2,3,3단계_자립_적응
4066,train,1,1,1단계_완전_소외
4067,train,2,3,3단계_자립_적응
4068,train,2,3,3단계_자립_적응
4069,train,2,3,3단계_자립_적응
4070,train,0,2,2단계_부분_적응
4071,train,0,2,2단계_부분_적응
4072,train,0,2,2단계_부분_적응
4073,train,0,2,2단계_부분_적응
4074,train,0,2,2단계_부분_적응
4075,train,1,1,1단계_완전_소외
4076,train,1,1,1단계_완전_소외
4077,train,1,1,1단계_완전_소외
4078,train,1,1,1단계_완전_소외
4079,train,1,1,1단계_완전_소외
4080,train,1,1,1단계_완전_소외
4081,train,0,2,2단계_부분_적응
4082,train,1,1,1단계_완전_소외
4083,train,2,3,3단계_자립_적응
